security_standard_level,n,depth,num_threads,CKKS_Add,CKKS_Add_Plaintext,CKKS_Bootstrap,CKKS_Chebyshev_Function,CKKS_Fast_Rotate,CKKS_Fast_Rotate_Precompute,CKKS_Mult_Plaintext,CKKS_Rotate,CKKS_Add_count,CKKS_Add_Plaintext_count,CKKS_Bootstrap_count,CKKS_Chebyshev_Function_count,CKKS_Fast_Rotate_count,CKKS_Fast_Rotate_Precompute_count,CKKS_Mult_Plaintext_count,CKKS_Rotate_count,CKKS_Add_contribution,CKKS_Add_Plaintext_contribution,CKKS_Mult_Plaintext_contribution,CKKS_Bootstrap_contribution,CKKS_Chebyshev_Function_contribution,CKKS_Fast_Rotate_Precompute_contribution,CKKS_Rotate_contribution,CKKS_Fast_Rotate_contribution,estimated_Energy
none,16,10,1,0.252478306205831,0.21227272727272603,811.4675,388.255,8.033333333333331,5.276249999999999,0.6902777777777791,13.916666666666664,4,4,4,4,4,4,4,4,1728.2140059789133,5.0945454545454245,4469.5486111111195,17040.8175,4659.0599999999995,100.24874999999999,16950.499999999996,1221.0666666666664,46174.55007921124
none,16,10,2,0.2838540380885204,0.4353498217468803,599.9750000000001,278.545,4.419374999999999,4.056250000000002,0.3959482758620694,10.875000000000004,4,4,4,4,4,4,4,4,1942.980890715922,10.448395721925127,2563.765086206899,12599.475000000002,3342.54,77.06875000000004,13245.750000000004,671.7449999999998,34453.77312264476
none,16,10,4,0.3642947247706422,0.3350631648936173,509.32750000000004,216.325,5.382999999999999,2.635792483660131,0.39994047619047635,8.037500000000005,4,4,4,4,4,4,4,4,2493.5973910550456,8.041515957446816,2589.6145833333344,10695.8775,2595.8999999999996,50.08005718954249,9789.675000000007,818.2159999999999,29041.002047535374
none,16,10,8,0.44850333611342796,0.40433333333333366,480.21000000000004,196.54500000000002,5.2285714285714295,2.198148148148148,0.5282314814814812,7.3460714285714275,4,4,4,4,4,4,4,4,3070.0053356964145,9.704000000000008,3420.298842592591,10084.41,2358.54,41.76481481481481,8947.515,794.7428571428572,28726.980850246677
none,16,10,16,0.41027272727272723,0.3960318432333129,542.24,226.36,5.612142857142858,2.3082258064516132,0.5303660905214136,8.012053571428574,4,4,4,4,4,4,4,4,2808.316818181818,9.50476423759951,3434.120436126153,11387.04,2716.32,43.85629032258065,9758.681250000003,853.0457142857144,31010.88527315387
none,16,10,32,0.4272958505436073,0.48364201718679345,533.13,231.625,6.237142857142855,2.409038461538462,0.6280962034029198,8.432142857142859,4,4,4,4,4,4,4,4,2924.840096970992,11.607408412483043,4066.922917033906,11195.73,2779.5,45.77173076923078,10270.350000000002,948.045714285714,32242.76786747233
