security_standard_level,n,depth,num_threads,CKKS_Add,CKKS_Chebyshev_Series,CKKS_Mult,CKKS_Mult_Scalar,CKKS_Square,CKKS_Sub,CKKS_Sub_Scalar,CKKS_Add_count,CKKS_Chebyshev_Series_count,CKKS_Mult_count,CKKS_Mult_Scalar_count,CKKS_Square_count,CKKS_Sub_count,CKKS_Sub_Scalar_count,CKKS_Add_contribution,CKKS_Sub_contribution,CKKS_Sub_Scalar_contribution,CKKS_Mult_Scalar_contribution,CKKS_Mult_contribution,CKKS_Square_contribution,CKKS_Chebyshev_Series_contribution,estimated_Energy
none,13,14,2,0.0233588317107093,16.986666666666665,0.7799999999999999,0.0222146401985111,0.7354166666666666,0.0382233009708737,0.0115939597315436,3,3,3,3,3,3,3,1.635118219749651,3.248980582524265,0.3594127516778516,1.4883808933002438,90.47999999999999,5.883333333333333,16.986666666666665,120.081892447252
none,13,14,4,0.0268823895457374,13.446666666666664,0.6533846153846155,0.0214250493096646,0.6361194029850747,0.0291430371770636,0.0114508456659619,3,3,3,3,3,3,3,1.881767268201618,2.477158160050406,0.3549762156448189,1.4354783037475283,75.79261538461539,5.088955223880598,13.446666666666664,100.47761722280703
none,13,14,8,0.0286039360393604,14.7,0.6937500000000001,0.022632566870014,0.6767105263157895,0.0313128834355828,0.0129667721518987,3,3,3,3,3,3,3,2.002275522755228,2.661595092024538,0.4019699367088597,1.5163819802909382,80.47500000000001,5.413684210526316,14.7,107.17090674230589
none,13,14,16,0.0334790755777638,15.8975,0.8155714285714286,0.0258842592592592,0.8198571428571431,0.0345802005012531,0.0152043895747599,3,3,3,3,3,3,3,2.343535290443466,2.9393170426065134,0.4713360768175569,1.7342453703703664,94.60628571428572,6.5588571428571445,15.8975,124.55107663738076
none,13,14,32,0.0341587901701323,15.5225,0.8361428571428571,0.0263441860465116,0.780958904109589,0.0347479775980087,0.0155034815211569,3,3,3,3,3,3,3,2.3911153119092607,2.953578095830739,0.4806079271558639,1.7650604651162771,96.99257142857142,6.247671232876712,15.5225,126.35310446146028
none,13,16,1,0.0084229680549939,24.385,1.1172413793103446,0.0194901315789473,1.0753333333333333,0.0517423133235724,0.0056879768481978,3,3,3,3,3,3,3,0.5896077638495729,4.398096632503655,0.1763272822941318,1.3058388157894691,129.59999999999997,8.602666666666666,24.385,169.05753716110345
none,13,16,2,0.0281083202511773,19.62,0.91525,0.0263114186851211,0.8526190476190476,0.0452921348314606,0.01174159069475,3,3,3,3,3,3,3,1.967582417582411,3.849831460674151,0.36398931153725,1.7628650519031135,106.169,6.820952380952381,19.62,140.5542206226493
none,13,16,4,0.0265172413793103,15.910000000000002,0.7578181818181817,0.0246219442865264,0.705,0.0315011727912431,0.0119675036927621,3,3,3,3,3,3,3,1.8562068965517209,2.6775996872556633,0.3709926144756251,1.6496702671972687,87.90690909090908,5.64,15.910000000000002,116.01137855638936
none,13,16,8,0.0303138075313807,16.585,0.8031746031746031,0.0249739583333333,0.7613636363636365,0.03366391184573,0.0145398412231696,3,3,3,3,3,3,3,2.121966527196649,2.86143250688705,0.4507350779182576,1.673255208333331,93.16825396825396,6.090909090909092,16.585,122.95155237949834
none,13,16,16,0.0383854907539118,18.2475,1.0,0.0301430842607313,0.9404761904761904,0.0379659815733522,0.0174393203883495,3,3,3,3,3,3,3,2.686984352773826,3.227108433734937,0.5406189320388345,2.0195866454689972,116.0,7.523809523809523,18.2475,150.2456078878261
