security_standard_level,n,depth,num_threads,CKKS_Add,CKKS_Chebyshev_Series,CKKS_Mult,CKKS_Mult_Scalar,CKKS_Square,CKKS_Sub,CKKS_Sub_Scalar,CKKS_Add_count,CKKS_Chebyshev_Series_count,CKKS_Mult_count,CKKS_Mult_Scalar_count,CKKS_Square_count,CKKS_Sub_count,CKKS_Sub_Scalar_count,CKKS_Add_contribution,CKKS_Sub_contribution,CKKS_Sub_Scalar_contribution,CKKS_Mult_Scalar_contribution,CKKS_Mult_contribution,CKKS_Square_contribution,CKKS_Chebyshev_Series_contribution,estimated_Time
none,14,20,1,0.0002936573504751,1.0910620000000002,0.0462589999999999,0.0006878479452054,0.0447391666666666,0.0018130588235294,0.0001551076504384,3,3,3,3,3,3,3,0.020556014533257002,0.154109999999999,0.0048083371635904,0.0460858123287618,5.366043999999988,0.3579133333333328,1.0910620000000002,7.040579497358928
none,14,20,2,0.0010077948717948,0.737906,0.0313666875,0.0007725869565217,0.030284375,0.0014715782122905,0.0003397291960507,3,3,3,3,3,3,3,0.070545641025636,0.1250841480446925,0.0105316050775717,0.0517633260869539,3.6385357499999995,0.242275,0.737906,4.876641470234853
none,14,20,4,0.0008933669565217,0.5299309999999999,0.0240384545454545,0.0006682258883248,0.0234165909090909,0.0010414380165289,0.0003220039973351,3,3,3,3,3,3,3,0.062535686956519,0.0885222314049565,0.0099821239173881,0.0447711345177616,2.7884607272727218,0.1873327272727272,0.5299309999999999,3.7115356313420738
none,14,20,8,0.0008653384879725,0.4279305,0.0202298461538461,0.0005896299765807,0.0188617857142857,0.0008814885993485,0.0003387264843228,3,3,3,3,3,3,3,0.060573694158074995,0.0749265309446225,0.0105005210140068,0.0395052084309069,2.3466621538461476,0.1508942857142856,0.4279305,3.1109928941080445
none,14,20,16,0.0008873350970017,0.4064765,0.0196500384615384,0.000583852112676,0.0181250714285714,0.0008538758741258,0.0003452496598639,3,3,3,3,3,3,3,0.062113456790119,0.072579449300693,0.0107027394557809,0.039118091549292,2.279404461538454,0.1450005714285712,0.4064765,3.01539527006291
none,14,20,32,0.0008120747826086,0.4183159999999999,0.0215772916666666,0.0005876906141367,0.02152336,0.0008759448275862,0.0003388762957843,3,3,3,3,3,3,3,0.056845234782602,0.074455310344827,0.0105051651693133,0.0393752711471589,2.5029658333333256,0.17218688,0.4183159999999999,3.2746496947772266
none,15,10,1,0.0002946089625537,0.9337410000000002,0.0484684545454545,0.0007210156918687,0.0469554545454545,0.0020229575289575,0.0001757517684887,3,3,3,3,3,3,3,0.020622627378759,0.17195138996138748,0.0054483048231497005,0.0483080513552029,5.622340727272722,0.375643636363636,0.9337410000000002,7.178055737154858
none,15,10,2,0.0009247499999999,0.651462,0.0383630714285714,0.0007942422360248,0.0328489333333333,0.001577647761194,0.0003750456460674,3,3,3,3,3,3,3,0.064732499999993,0.13410005970149,0.0116264150280894,0.0532142298136616,4.450116285714282,0.2627914666666664,0.651462,5.628042956924181
none,15,10,4,0.0009656342756183,0.4913145,0.02701175,0.0006653590078328,0.0226846666666666,0.000996122406639,0.0003668419267299,3,3,3,3,3,3,3,0.067594399293281,0.08467040456431499,0.011372099728626898,0.044579053524797595,3.133363,0.1814773333333328,0.4913145,4.014370790444353
none,15,10,8,0.0008338834782608,0.3881814999999999,0.0245415909090909,0.0006719219143576,0.0230797826086956,0.0008685170454545,0.0003712681258549,3,3,3,3,3,3,3,0.058371843478256,0.0738239488636325,0.0115093119015019,0.0450187682619592,2.846824545454544,0.1846382608695648,0.3881814999999999,3.6083681788294584
