security_standard_level,n,depth,num_threads,CKKS_Add,CKKS_Mult,CKKS_Mult_Plaintext,CKKS_Rotate,CKKS_Add_count,CKKS_Mult_count,CKKS_Mult_Plaintext_count,CKKS_Rotate_count,CKKS_Add_contribution,CKKS_Rotate_contribution,CKKS_Mult_contribution,CKKS_Mult_Plaintext_contribution,estimated_Energy
none,14,20,1,0.022910344997525534,2.8178030303030313,0.10798854604955577,2.7488888888888887,3,3,3,3,4.078041409559545,530.5355555555556,45.0848484848485,3.4556334735857845,583.1540789235494
none,14,20,2,0.07301304260813109,2.2097916666666664,0.17150186884131835,2.237450980392157,3,3,3,3,12.996321584247333,431.8280392156863,35.35666666666666,5.488059802922187,485.6690872695225
none,14,20,4,0.06779410430838996,1.871002886002886,0.11757064622124856,1.6534666666666666,3,3,3,3,12.067350566893413,319.11906666666664,29.936046176046176,3.762260679079954,364.88472408868614
none,14,20,8,0.07589345104080257,1.853717948717949,0.1079183519183519,1.6476546106223526,3,3,3,3,13.509034285262857,317.99733985011403,29.659487179487183,3.453387261387261,364.6192485762513
none,14,20,16,0.10020764340513195,2.1892307692307695,0.11139201079622126,1.9560000000000002,3,3,3,3,17.836960526113486,377.50800000000004,35.02769230769231,3.56454434547908,433.9371971792849
none,14,20,32,0.08702018338418503,2.516944444444444,0.09333296562882064,2.188231922398589,3,3,3,3,15.489592642384936,422.3287610229277,40.271111111111104,2.9866549001222604,481.076119676546
none,15,10,1,0.0244898612841169,3.059696969696969,0.08270875420875423,2.6927272727272733,3,3,3,3,4.359195308572808,519.6963636363638,48.955151515151506,2.6466801346801354,575.6573905947682
none,15,10,2,0.06462896755621367,2.5664285714285717,0.13175013225180734,2.3397777777777775,3,3,3,3,11.503956225006032,451.57711111111104,41.06285714285715,4.216004232057835,508.35992871103207
none,15,10,4,0.06838118179352327,2.106166666666667,0.11296967817753296,1.9451509661835749,3,3,3,3,12.171850359247143,375.41413647342995,33.698666666666675,3.615029701681055,424.8996832010248
none,15,10,8,0.07824414431401217,2.432878787878788,0.11675730259593124,2.1562222222222225,3,3,3,3,13.927457687894165,416.1508888888889,38.92606060606061,3.7362336830697997,472.7406408659135
none,15,10,16,0.08376180301180297,2.444545454545454,0.10645176107480026,2.1341384615384613,3,3,3,3,14.90960093610093,411.88872307692304,39.11272727272726,3.406456354393608,469.3175076401448
none,15,10,32,0.0870948071658471,2.391363636363636,0.1056080814757971,2.2555897435897436,3,3,3,3,15.502875675520784,435.3288205128205,38.26181818181818,3.3794586072255073,492.472972977385
none,15,12,1,0.03480899348908433,3.8185185185185184,0.11525546094039237,3.610740740740741,3,3,3,3,6.196000841057011,696.872962962963,61.096296296296295,3.6881747500925557,767.8534348504088
none,15,12,2,0.08200821498896953,3.2547222222222225,0.15133583021223462,2.812051282051282,3,3,3,3,14.597462268036576,542.7258974358974,52.07555555555556,4.842746566791508,614.2416618262811
none,15,12,4,0.07407413528411054,2.5850000000000004,0.1391327385779941,2.399455337690632,3,3,3,3,13.185196080571677,463.094880174292,41.36000000000001,4.452247634495811,522.0923238893595
none,15,12,8,0.0944027939847118,2.7046296296296295,0.12381823364967258,2.5822063492063494,3,3,3,3,16.803697329278698,498.3658253968254,43.27407407407407,3.9621834767895225,562.4057802769677
none,15,12,16,0.09399750424487013,3.1838888888888888,0.13157389591991586,2.7600000000000002,3,3,3,3,16.731555755586882,532.6800000000001,50.94222222222222,4.210364669437308,604.5641426472465
none,15,12,32,0.09925426559266766,2.976666666666667,0.11355567809829732,2.7355555555555555,3,3,3,3,17.667259275494843,527.9622222222222,47.62666666666667,3.6337816991455143,596.8899298635292
none,15,14,1,0.041316798508590664,4.150416666666666,0.16835978835978815,4.343750000000001,3,3,3,3,7.3543901345291385,838.3437500000002,66.40666666666665,5.387513227513221,917.4923200287092
none,15,14,2,0.0788253795449326,3.4962424242424235,0.17447170113836774,3.2900252525252527,3,3,3,3,14.030917558998002,634.9748737373737,55.939878787878776,5.583094436427768,710.5287645206784
none,15,14,4,0.08855542170353964,3.1970512820512824,0.14728523830218745,2.645,3,3,3,3,15.762865063230056,510.485,51.15282051282052,4.7131276256699985,582.1138132017206
none,15,14,8,0.10045393350391453,3.136078431372549,0.15485338846117283,2.5489961013645215,3,3,3,3,17.880800163696787,491.95624756335263,50.17725490196079,4.955308430757531,564.9696110597678
none,15,14,16,0.11887277313978796,3.55609068627451,0.1524663901275507,3.2570175438596487,3,3,3,3,21.159353618882257,628.6043859649122,56.89745098039216,4.878924484081622,711.5401150482683
none,15,14,32,0.12813918358978096,3.4894240196078434,0.14158749260141698,2.9629629629629632,3,3,3,3,22.808774678981013,571.851851851852,55.830784313725495,4.530799763245343,655.0222106078038
none,15,16,1,0.04894531943001667,5.4423809523809545,0.19337445887445895,4.829999999999999,3,3,3,3,8.712266858542968,932.1899999999998,87.07809523809527,6.187982683982686,1034.1683447806208
none,15,16,2,0.10912771781205731,3.5680370370370365,0.26260869565217393,3.781,3,3,3,3,19.4247337705462,729.7330000000001,57.08859259259258,8.403478260869566,814.6498046240084
none,15,16,4,0.10233158876853597,3.577500000000001,0.2291319601971993,3.333186813186814,3,3,3,3,18.215022800799403,643.3050549450551,57.240000000000016,7.332222726310378,726.0923004721649
none,15,16,8,0.1245022628886265,3.228190476190477,0.1888085378810581,2.947058823529412,3,3,3,3,22.161402794175515,568.7823529411766,51.65104761904763,6.04187321219386,648.6366765665936
