Date and Time of Benchmark,CPU Vendor,CPU Model Name,CPU Architecture,CPU Cores,CPU Max MHz,CPU Min MHz,L1d Cache Size,L1i Cache Size,L2 Cache Size,L3 Cache Size,Total DRAM Size,security_standard_level,n,batch_size,depth,num_threads,power_latency_analysis,runtime_analysis,flamegraph_generation,build,compiler_optimizations,cold_caching,CKKS_Add Time,CKKS_Add Energy,CKKS_Add Power,CKKS_Add_Plaintext Time,CKKS_Add_Plaintext Energy,CKKS_Add_Plaintext Power,CKKS_Add_Many Time,CKKS_Add_Many Energy,CKKS_Add_Many Power,CKKS_Sub Time,CKKS_Sub Energy,CKKS_Sub Power,CKKS_Mult Time,CKKS_Mult Energy,CKKS_Mult Power,CKKS_Mult_Plaintext Time,CKKS_Mult_Plaintext Energy,CKKS_Mult_Plaintext Power,CKKS_Rotate Time,CKKS_Rotate Energy,CKKS_Rotate Power,CKKS_Fast_Rotate_Precompute Time,CKKS_Fast_Rotate_Precompute Energy,CKKS_Fast_Rotate_Precompute Power,CKKS_Fast_Rotate Time,CKKS_Fast_Rotate Energy,CKKS_Fast_Rotate Power,CKKS_Bootstrap Time,CKKS_Bootstrap Energy,CKKS_Bootstrap Power,CKKS_Chebyshev_Function Time,CKKS_Chebyshev_Function Energy,CKKS_Chebyshev_Function Power,CKKS_Logistic Time,CKKS_Logistic Energy,CKKS_Logistic Power
2025-06-18 04:26:15,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,10,16,True,False,False,False,True,True,0.0478503214285714,3.329642857142858,69.58454525980947,0.0031695625000000005,0.5168749999999989,163.07455681974997,0.614554,46.18999999999994,75.16019747654386,0.007105980000000012,1.0235999999999983,144.04768941089006,0.193757333333334,20.74000000000001,107.04110984186373,0.0047120000000000495,0.5162068965517257,109.55154850418512,0.20133733333333392,17.923333333333346,89.02141017065867,0.0007859999999999534,2.1075000000000017,2681.297709923825,0.15189566666666643,28.03000000000003,184.53455990625193,1.420541,539.1199999999999,379.5173810541194,2.62533,355.05000000000007,135.24014123938707,4.599151000000001,489.87,106.51313688113304
2025-06-18 04:34:54,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,10,16,True,False,False,False,True,True,0.023484313725490175,1.5625490196078395,66.53586039909818,0.009447749999999977,1.2590625000000024,133.26585695006807,0.6545909999999999,79.18999999999994,120.97630428771546,0.0021434897959183297,0.5010204081632672,233.74051470518728,0.298203,36.97000000000003,123.97594926945747,0.00010295999999998529,0.28000000000000114,2719.5027195031194,0.07486233333333292,8.203333333333319,109.57891596575088,0.026562874999999986,4.6875,176.46809692098475,0.010423999999999545,2.376666666666665,227.99948836020423,0.6122479999999939,460.48,752.1135226248263,3.162166000000001,372.21000000000004,117.70729303901184,4.474409000000001,462.4899999999999,103.3633715648256
2025-06-18 04:43:36,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,10,16,True,False,False,False,True,True,0.049010359999999975,3.5167999999999964,71.75625724846743,0.0002716562500000297,0.47749999999999915,1757.7361095132064,0.34635000000000105,20.860000000000014,60.22809296953934,0.006618489795918392,1.3469387755102034,203.5114983996587,0.18425000000000047,23.329999999999984,126.6214382632289,0.003206172413793118,1.2575862068965513,392.2391077555128,0.14310533333333275,17.68333333333328,123.56865339283897,0.05758212500000015,6.873750000000001,119.37298250107969,0.0925043333333333,14.389999999999986,155.56028005895212,1.5448949999999968,527.6500000000001,341.5442473436714,3.3715189999999993,397.88,118.01208891303892,4.498257999999998,492.26,109.43347402483366
2025-06-18 04:52:18,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,10,16,True,False,False,False,True,True,0.046970647058823534,3.5296078431372546,75.14496955336728,0.00454899999999997,2.107499999999998,463.2886348648081,0.05764899999999962,57.99000000000001,1005.9151069402833,0.006707102040816371,1.4528571428571446,216.61473673961083,0.17623600000000028,29.76666666666671,168.90230524221306,0.0006478076923077114,1.6273076923076957,2512.0227987887456,0.11542133333333293,27.956666666666706,242.2140332232066,0.04950975000000013,11.298749999999998,228.21262478602637,0.04379566666666612,15.980000000000018,364.8762815194856,1.6920000000000002,591.9299999999998,349.8404255319148,2.905241000000002,383.8699999999999,132.13017439861258,4.353654000000002,480.22,110.30274799053846
2025-06-18 05:00:58,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,10,16,True,False,False,False,True,True,0.03078517647058826,2.4654901960784326,80.08692750012099,0.007735093750000033,0.745000000000001,96.3142819051156,0.3192249999999994,27.83000000000004,87.17988879317124,0.008413239999999989,0.9876000000000005,117.38640523745927,0.007214000000000276,13.5,1871.3612420293157,0.0027650666666667045,0.555333333333337,200.8390394444966,0.19605633333333383,14.74333333333334,75.19947498083017,0.04858212500000003,6.797499999999999,139.91771664989943,0.030674666666667072,2.5733333333333235,83.89115882813036,1.4860459999999946,518.2600000000002,348.7509807906364,3.1508660000000024,396.88,125.95902205933216,4.353207999999999,474.1,108.90818908722031
2025-06-18 05:09:30,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,10,32,True,False,False,False,True,True,0.049907480000000004,3.6798,73.73243449679286,0.002641677419354893,0.14548387096774107,55.07253455770869,0.34991200000000156,33.22000000000003,94.93815587919214,0.004754660000000022,0.8087999999999997,170.10680048625898,0.13009000000000004,14.360000000000014,110.38511799523414,0.0027473103448276137,0.6217241379310323,226.3028416507651,0.09816966666666627,10.523333333333312,107.19536584620526,0.025249625000000053,6.188749999999999,245.10265003935646,0.027369333333334467,3.113333333333287,113.75261850245377,1.8572830000000025,554.23,298.4090200577937,3.165407,427.55000000000007,135.06951870644124,4.211986999999999,479.5400000000001,113.85125357699353
2025-06-18 05:18:00,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,10,32,True,False,False,False,True,True,0.05112419230769233,3.6938461538461542,72.25241098411182,0.01015165625000003,0.7881250000000009,77.63511495968932,0.6259449999999998,63.16999999999996,100.91940985230329,0.004449176470588234,0.5643137254901962,126.83554568371328,0.14113099999999967,17.893333333333317,126.78527987000275,0.0065024333333332796,0.3760000000000012,57.82450672312483,0.1279093333333332,15.470000000000027,120.9450444064549,0.019880200000000015,4.302999999999997,216.446514622589,0.09386799999999962,10.18333333333328,108.48567491939022,1.756644999999999,540.0799999999999,307.4497123778568,3.281694,419.65999999999997,127.8790770864072,4.3848,494.2600000000001,112.72121875570153
2025-06-18 05:26:35,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,10,32,True,False,False,False,True,True,0.05702186538461537,3.4609615384615378,60.69534055256132,0.004780312499999995,0.5728125000000013,119.8274171406162,0.6019480000000001,48.819999999999936,81.10335112003017,0.006448137254901981,0.8501960784313738,131.85142387982523,0.22724733333333358,20.226666666666688,89.00727841324137,0.01297382758620691,0.7803448275862053,60.147618149005375,0.18578699999999948,21.026666666666642,113.176199985288,0.056876625000000125,7.700000000000003,135.3807473632619,0.08333933333333388,7.75,92.99330448207668,1.300615999999998,517.44,397.8422532092492,3.301998000000001,405.19000000000005,122.71055282286662,4.541883,500.06999999999994,110.10191147592307
2025-06-18 05:35:11,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,10,32,True,False,False,False,True,True,0.0523052156862745,3.3927450980392138,64.86437448970332,0.0003321290322580439,0.500967741935483,1508.3527583528494,0.41765200000000036,34.200000000000045,81.88635514734759,0.008423039215686268,0.8929411764705861,106.0117558051561,0.16706100000000035,17.586666666666645,105.27092898202817,0.008454666666666666,0.7523333333333362,88.98438732061224,0.12851833333333396,16.363333333333344,127.32295003306868,0.04921112500000002,7.10499999999999,144.3779226750046,0.02846199999999932,1.796666666666681,63.12510247581772,2.2167829999999995,564.9200000000001,254.83775362766684,3.181773999999999,418.7299999999999,131.6026845401339,4.818106,525.3600000000001,109.038696948552
2025-06-18 05:43:43,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,10,32,True,False,False,False,True,True,0.0701406956521739,4.398260869565217,62.70626244393257,0.008593437500000023,0.7253125000000011,84.40306920251636,0.9019449999999996,89.25,98.95281863084783,0.007274803921568623,0.7056862745098034,97.00416425211917,0.18170533333333339,24.383333333333326,134.1916215998062,0.0006751034482758711,0.2927586206896535,433.6500153233139,0.17482266666666657,16.143333333333317,92.34119145496003,0.012867749999999845,5.444999999999993,423.15090050708625,0.05910766666666589,3.273333333333312,55.3791668311503,2.1944799999999987,583.19,265.7531624804056,3.0573400000000017,415.95000000000005,136.04963792054525,4.480400999999999,488.77,109.09068183852297
2025-06-18 05:59:25,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,1,True,False,False,False,True,True,0.13344887999999994,8.895400000000002,66.65773440736263,0.4667643750000001,37.4075,80.14214880902166,0.403257,125.74000000000001,311.81107829498313,0.009635388888888818,0.31111111111111,32.28838137191038,0.5846660000000004,26.99000000000001,46.16310850981585,0.007525999999999922,2.714285714285694,360.65449299571117,0.40979400000000155,28.029999999999973,68.40022059864192,0.1813444999999998,7.819999999999993,43.122344487977315,0.06004900000000113,4.519999999999982,75.27186131325912,33.506147,2081.2899999999995,62.11666175761718,16.297674999999998,1020.27,62.60218098593818,16.532708,1034.76,62.58865758712971
2025-06-18 06:15:31,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,1,True,False,False,False,True,True,0.2177414255319149,13.287446808510634,61.02397270547427,0.39864624999999987,27.792500000000004,69.7171991458593,0.7840290000000021,71.51999999999987,91.22111554547048,0.02545168421052635,1.6726315789473674,65.71791340455174,0.6526589999999999,41.870000000000005,64.15294970267783,0.003483285714286133,0.07714285714286007,22.146577533525637,0.5737070000000006,41.95999999999992,73.13837899833865,0.2896650000000003,18.110000000000014,62.52049781644312,0.02502999999999922,0.5900000000000318,23.571713943270083,34.983247,2174.95,62.171187254287744,16.211182,1024.1899999999998,63.17799652116667,16.650141,1035.36,62.18325718683102
2025-06-18 06:31:28,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,1,True,False,False,False,True,True,0.19734910416666668,12.78416666666666,64.77945121995631,0.35899899999999985,27.113749999999982,75.5259763954774,0.9273039999999995,90.18999999999994,97.2604453340005,0.015379111111111232,1.0761111111111106,69.97225674074444,0.5332810000000006,38.450000000000045,72.10082489344268,0.03417214285714287,2.7585714285714573,80.72573733826714,0.6607319999999994,39.139999999999986,59.23733071805213,0.3402969999999996,19.36500000000001,56.90617313699513,0.19635499999999873,16.24000000000001,82.70734129510384,32.912935,2125.3600000000006,64.57521943880121,16.488704,1036.4399999999998,62.857578133490655,16.890255,1060.8999999999999,62.811366672676044
2025-06-18 06:47:24,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,1,True,False,False,False,True,True,0.20837497916666675,13.049375000000001,62.624481366174884,0.37201574999999987,25.75,69.2174995279098,0.5345850000000016,55.789999999999964,104.36132701067145,0.01940138888888887,1.556666666666672,80.2348056410627,0.8279140000000016,43.25999999999999,52.25180393132609,0.023579714285713926,0.7071428571428555,29.989458251039416,0.8159019999999995,42.299999999999955,51.84446171231347,0.34388800000000064,21.49000000000001,62.49127622946997,0.17080200000000012,11.490000000000009,67.27087504830155,34.965762,2227.5,63.70517536554759,16.893336999999995,1026.2699999999998,60.74998681432804,16.909978000000002,1054.19,62.34129932043672
2025-06-18 07:03:23,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,1,True,False,False,False,True,True,0.22236235416666666,13.595208333333336,61.13988307185917,0.33223950000000024,24.08125000000001,72.48159836503484,0.9690839999999987,95.21999999999991,98.25773617147743,0.013405666666666649,1.31388888888889,98.00996261945633,0.7763629999999999,48.74000000000001,62.779910943720935,0.025806857142857353,2.3271428571428316,90.17536867277627,0.6692730000000005,40.66999999999996,60.76742973345695,0.3413385,19.435000000000002,56.93761471383979,0.6313220000000008,45.76999999999998,72.49866153880258,35.458166,2232.1,62.95023831745838,16.265656,1036.5800000000002,63.72813983032717,16.380778,1137.2099999999998,69.42344252513524
2025-06-18 07:16:31,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,2,True,False,False,False,True,True,0.24148676190476193,14.73238095238095,61.006992003110874,0.2115625384615385,15.700769230769225,74.21337135082439,0.9773560000000003,90.48000000000002,92.576297684774,0.012025269230769187,0.8526923076923083,70.90837563208275,0.6183600000000009,47.82000000000005,77.33359208228214,0.0357072727272727,3.838181818181809,107.49019807525825,0.46945199999999954,33.85999999999996,72.12664979593225,0.2647499999999994,21.366666666666674,80.70506767390641,0.25088050000000006,18.029999999999973,71.8668848316229,22.284882000000003,1622.3000000000002,72.79823155446817,10.977557000000004,768.81,70.03470808668993,10.563037,759.54,71.90545673559602
2025-06-18 07:29:39,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,2,True,False,False,False,True,True,0.18981623913043477,12.289130434782606,64.74225014192788,0.23558184615384614,16.159230769230774,68.59285226365884,0.9220670000000002,82.34999999999991,89.3102128153376,0.024637192307692346,1.5053846153846138,61.10211734291635,0.4264259999999993,25.520000000000095,59.84625702935594,0.029691181818181978,2.6572727272727263,89.4970346261358,0.4725254999999997,34.065,72.09134745108999,0.27818399999999954,19.480000000000018,70.02559457050027,0.03432550000000045,5.660000000000025,164.89198992002886,21.751311,1560.31,71.73406697187126,10.317236000000001,748.3100000000002,72.53008460793183,10.467797000000001,755.6399999999999,72.18710871064846
2025-06-18 07:43:32,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,2,True,False,False,False,True,True,0.22250279591836736,13.407346938775515,60.25698186594676,0.22896169230769248,15.7676923076923,68.86607165054811,0.5304149999999979,44.99000000000001,84.82037649764843,0.02128761538461532,1.2565384615384616,59.026736383379465,0.5290780000000002,29.589999999999918,55.9274813921575,0.02614709090909062,1.7854545454545416,68.28501693218149,0.3790844999999994,25.014999999999986,65.98792617477113,0.23955666666666708,17.06333333333339,71.22879764008526,0.15159400000000023,10.055000000000007,66.32848265762492,21.050834999999992,1493.7799999999997,70.96060560068047,10.300277999999999,742.4200000000001,72.07766625327979,10.557552999999999,760.34,72.01858233626676
2025-06-18 07:56:37,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,2,True,False,False,False,True,True,0.22378997619047625,13.926666666666666,62.23096719404959,0.24934861538461517,17.71307692307694,71.03739836595796,0.9354989999999983,84.5,90.32612541542017,0.020662692307692354,1.2696153846153848,61.444818792695735,0.3540679999999998,17.93999999999994,50.668233220737115,0.019514818181818105,1.36545454545454,69.97013924150878,0.45187750000000015,34.41500000000002,76.16002124469576,0.1671646666666673,13.356666666666683,79.90125504991066,0.20196599999999965,13.29000000000002,65.8031549864831,22.382065999999995,1615.6499999999996,72.18502527872091,10.460988,774.77,74.06279406878203,10.488873000000002,762.2300000000001,72.67034313410029
2025-06-18 08:09:42,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,2,True,False,False,False,True,True,0.24413985714285713,15.313333333333329,62.7236106080492,0.24199730769230787,16.68538461538462,68.94863738153472,0.9835239999999974,92.0,93.54118455675737,0.020136307692307787,1.6680769230769243,82.8392647036349,0.5786360000000013,39.690000000000055,68.5923447555976,0.014434999999999976,1.0172727272727258,70.47265169883806,0.4589970000000001,31.860000000000014,69.4122183805123,0.18528233333333333,14.99333333333334,80.92154855562775,0.2083055000000007,14.515000000000043,69.68130942293888,22.789265999999998,1655.31,72.63551182385602,10.764657,762.5999999999999,70.84294464746995,10.432426999999999,761.37,72.98110017927756
2025-06-18 08:21:31,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,4,True,False,False,False,True,True,0.24322295238095232,15.606428571428573,64.16511442959842,0.16642250000000014,11.818888888888893,71.01737378592968,1.0942349999999994,102.90000000000009,94.03830073064758,0.015341176470588302,1.3200000000000003,86.04294478527572,0.34160900000000005,24.860000000000014,72.77325831579381,0.021382705882353026,1.8476470588235259,86.40847743916143,0.31496250000000003,22.474999999999966,71.35770131364833,0.13358225000000035,10.670000000000016,79.87588171332635,0.1274544999999998,11.069999999999993,86.85452455582197,15.095506,1255.9100000000003,83.19760861278849,7.159732999999999,593.7600000000002,82.93046682048063,7.180903000000001,575.85,80.19186444935964
2025-06-18 08:33:08,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,4,True,False,False,False,True,True,0.23155845238095235,14.36571428571429,62.03925677513291,0.1458035789473684,10.319473684210529,70.7765458071205,0.9115890000000011,85.46000000000004,93.74838880240979,0.015453676470588262,1.2164705882352926,78.71722890992983,0.32588350000000066,23.829999999999984,73.12429134951581,0.020455235294117746,2.062941176470595,100.85150069448622,0.26137500000000014,21.760000000000048,83.25203252032534,0.13160700000000025,10.425000000000011,79.21311176457174,0.18005300000000002,12.46999999999997,69.25738532543178,14.271659,1225.6100000000006,85.87719199288608,7.206125,605.1000000000001,83.97023365539734,7.173062,582.9300000000001,81.26654976633411
2025-06-18 08:44:55,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,4,True,False,False,False,True,True,0.23777211904761908,14.661904761904765,61.663683785264986,0.15120889473684207,11.022105263157897,72.89323344595786,0.7871380000000006,56.91000000000008,72.29990166908476,0.016771323529411797,1.1723529411764702,69.90223157525523,0.4515465000000001,33.44499999999999,74.06767630797711,0.01512582352941172,0.6564705882352939,43.40065100976526,0.3589085000000001,26.245000000000005,73.12448716037653,0.1288768,11.108000000000004,86.1908427273179,0.11830050000000014,10.21999999999997,86.39016741264794,14.446657000000002,1202.1600000000003,83.21371511762203,7.100581999999999,584.9299999999998,82.3777543868939,7.171246999999999,581.8,81.12954413646608
2025-06-18 08:56:43,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,4,True,False,False,False,True,True,0.25578280952380944,15.461666666666666,60.44841987407845,0.15302136842105263,10.564210526315783,69.03748564871913,1.0062770000000008,83.20999999999992,82.69094891366876,0.007750147058823487,0.8088235294117645,104.36234606554011,0.43178299999999936,27.560000000000002,63.82835822623874,0.013813764705882359,0.5547058823529412,40.15602510709691,0.35108549999999994,26.194999999999993,74.61145504442649,0.12407175000000015,9.080000000000013,73.18346037675782,0.14420050000000018,10.865000000000009,75.34647938113943,14.057026,1209.3200000000002,86.02957695319053,7.138687000000001,590.7099999999998,82.74770976791667,7.157482,590.6600000000001,82.52343491747519
2025-06-18 09:08:29,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,4,True,False,False,False,True,True,0.2478459761904762,15.430952380952384,62.26024976533525,0.13165957894736846,8.89578947368421,67.56659519046727,0.9178360000000012,77.59000000000003,84.53579942386214,0.01875217647058819,1.4985294117647072,79.91229253388653,0.4011760000000004,26.619999999999948,66.35491654535645,0.028529941176470675,2.2882352941176407,80.20469723242202,0.32858500000000035,20.21999999999997,61.53658870611851,0.16249199999999986,10.5625,65.00320015754627,0.14695400000000003,10.974999999999966,74.68323420934418,14.197286000000005,1168.3399999999997,82.29319322016893,7.104971000000003,584.1499999999999,82.21708434840897,7.182587999999999,586.25,81.62099789101089
2025-06-18 09:19:33,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,8,True,False,False,False,True,True,0.21884578571428576,14.51190476190476,66.31109991238664,0.12641495999999997,6.932000000000002,54.8352821533148,1.089652000000001,93.03000000000009,85.3758814740853,0.012423414634146313,1.1004878048780498,88.58174964661565,0.2625099999999998,20.590000000000032,78.43510723401032,0.01568991304347822,1.4213043478260872,90.5871398960287,0.2258490000000002,20.970000000000027,92.84964733073872,0.05722471428571474,5.851428571428585,102.25352182997798,0.14134366666666676,9.590000000000032,67.84881294056349,11.123153000000002,1156.8200000000002,104.00108674222137,5.848055000000002,526.76,90.07439225520277,5.667586999999999,531.23,93.73124753091572
2025-06-18 09:30:38,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,8,True,False,False,False,True,True,0.24492914285714285,14.821904761904758,60.51507219191866,0.10427166666666676,7.412499999999994,71.08834295030597,0.8828329999999998,87.41999999999996,99.02212536232786,0.0091977857142857,0.8590476190476224,93.39722034547704,0.2703160000000002,23.980000000000018,88.71099010047499,0.014252217391304445,1.1773913043478288,82.61109636639266,0.13306350000000045,17.015000000000043,127.87127950189185,0.08043250000000013,10.856666666666655,134.97860524870714,0.09340700000000002,9.814999999999998,105.07777789673146,10.191389999999998,1067.9599999999996,104.79041622389093,5.2608609999999985,526.8699999999999,100.14900602772056,5.6263429999999985,533.21,94.77026196234395
2025-06-18 09:41:45,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,8,True,False,False,False,True,True,0.23955376744186047,14.88906976744186,62.15335257065171,0.10488243999999991,7.125600000000006,67.9389228549604,1.2138480000000005,111.28999999999996,91.68363749003163,0.013431341463414626,1.4080487804878068,104.83307153817539,0.2694654999999999,23.47999999999996,87.13545889919106,0.014235478260869572,1.522608695652174,106.95873139980938,0.26238649999999986,19.560000000000002,74.54651820882557,0.06281542857142908,7.451428571428579,118.62417786349039,0.2705575000000007,16.995000000000005,62.81474363120579,12.005386000000001,1161.73,96.76740089823016,5.846109000000002,540.8199999999999,92.50939385495545,5.691056,534.7900000000001,93.97025789238414
2025-06-18 09:52:50,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,8,True,False,False,False,True,True,0.24785533333333332,15.183809523809526,61.26077385387253,0.09717708000000003,6.724800000000009,69.20150307047719,0.7623109999999986,74.20000000000005,97.33560187377616,0.01559121951219511,1.3302439024390225,85.32006758025149,0.3393670000000002,27.055000000000007,79.7219529300138,0.016180347826086905,1.5517391304347825,95.9027053752811,0.1893874999999996,14.729999999999961,77.77704441951022,0.04443528571428601,5.841428571428594,131.4592328490546,0.11186100000000021,6.805000000000007,60.834428442441904,10.322498000000003,1063.92,103.06807518877696,5.284811999999999,509.32000000000016,96.37428918947359,5.788766999999998,538.42,93.0111714636295
2025-06-18 10:03:47,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,8,True,False,False,False,True,True,0.22309216666666665,13.640714285714282,61.14385139347168,0.11044611999999998,7.4148,67.13499758977501,0.9373120000000004,87.79000000000008,93.6614489092213,0.01327340476190475,0.884999999999998,66.67467886913134,0.3271214999999996,27.475000000000023,83.99019936017673,0.016608869565217232,1.2634782608695687,76.07250185862021,0.2992999999999997,29.454999999999984,98.41296358169066,0.05645328571428543,7.008571428571429,124.1481578954034,0.17331300000000027,13.760000000000048,79.39392890319841,11.448436000000001,1122.2999999999997,98.03085766474999,5.597638,536.6099999999999,95.86364820304563,5.787777,543.5,93.90479280732481
2025-06-18 10:14:41,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,16,True,False,False,False,True,True,0.22793195348837214,14.581860465116279,63.97462155678039,0.08702482142857138,5.848928571428573,67.20988880430261,1.3116299999999992,119.12,90.81829479350128,0.010783404761904758,0.971666666666664,90.10759478298864,0.29916250000000044,27.46999999999997,91.82300589144673,0.007917037037037056,0.6788888888888849,85.7503742514963,0.15938866666666662,14.833333333333314,93.06391504205644,0.06343988888888874,7.447777777777787,117.39897260573919,0.17033166666666677,9.103333333333296,53.444749948629386,9.728814,1161.9699999999998,119.4359353565604,4.602688000000001,537.9199999999998,116.87083721512295,5.168481999999999,560.52,108.44963763054608
