Date and Time of Benchmark,CPU Vendor,CPU Model Name,CPU Architecture,CPU Cores,CPU Max MHz,CPU Min MHz,L1d Cache Size,L1i Cache Size,L2 Cache Size,L3 Cache Size,Total DRAM Size,security_standard_level,n,batch_size,depth,num_threads,power_latency_analysis,runtime_analysis,flamegraph_generation,build,compiler_optimizations,cold_caching,CKKS_Add Time,CKKS_Add Energy,CKKS_Add Power,CKKS_Add_Plaintext Time,CKKS_Add_Plaintext Energy,CKKS_Add_Plaintext Power,CKKS_Add_Many Time,CKKS_Add_Many Energy,CKKS_Add_Many Power,CKKS_Sub Time,CKKS_Sub Energy,CKKS_Sub Power,CKKS_Mult Time,CKKS_Mult Energy,CKKS_Mult Power,CKKS_Mult_Plaintext Time,CKKS_Mult_Plaintext Energy,CKKS_Mult_Plaintext Power,CKKS_Rotate Time,CKKS_Rotate Energy,CKKS_Rotate Power,CKKS_Fast_Rotate_Precompute Time,CKKS_Fast_Rotate_Precompute Energy,CKKS_Fast_Rotate_Precompute Power,CKKS_Fast_Rotate Time,CKKS_Fast_Rotate Energy,CKKS_Fast_Rotate Power,CKKS_Bootstrap Time,CKKS_Bootstrap Energy,CKKS_Bootstrap Power,CKKS_Chebyshev_Function Time,CKKS_Chebyshev_Function Energy,CKKS_Chebyshev_Function Power,CKKS_Logistic Time,CKKS_Logistic Energy,CKKS_Logistic Power
2025-06-18 13:51:04,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,16,True,False,False,False,True,True,0.005174660550458718,0.4769724770642201,92.1746407156964,0.005290921874999993,0.5601562499999995,105.87120037564345,0.2852050000000004,16.819999999999993,58.9751231570273,0.004745850467289724,0.5248598130841122,110.59341559571955,0.08090019999999987,8.699999999999989,107.53990719429622,0.005307370967741934,0.576612903225806,108.64379119726973,0.0973655,9.938333333333333,102.07243154231564,0.031466812499999997,4.018750000000001,127.71392081736913,0.05836283333333325,5.215000000000003,89.35481199507696,4.346306999999998,492.62,113.34220063147869,2.2118269999999995,246.15000000000003,111.28808898706819,2.3418650000000003,251.79000000000002,107.51687223644403
2025-06-18 13:55:37,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,16,True,False,False,False,True,True,0.00507436111111112,0.5029629629629628,99.11848052391177,0.003201046875000002,0.1768749999999999,55.25536079505233,0.4112809999999998,26.399999999999977,64.1896902604302,0.003934330188679239,0.5522641509433965,140.3705648632385,0.11688919999999992,11.373999999999995,97.3058246613032,0.006261442622950808,0.6718032786885253,107.29209211725187,0.1072575,10.323333333333338,96.24812561670127,0.03401231250000003,4.301874999999999,126.47993281844612,0.026226000000000083,3.2066666666666634,122.2705203487628,4.300722,488.8599999999999,113.66928622682421,2.3251160000000004,257.94,110.93640059248655,2.2510190000000003,253.11,112.44240941546916
2025-06-18 14:00:17,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,16,True,False,False,False,True,True,0.004408779816513754,0.44137614678899073,100.11299388001855,0.005115772727272733,0.41515151515151416,81.15128198293425,0.4435360000000008,35.25,79.47494679124115,0.005123377358490569,0.5703773584905667,111.32839113350207,0.11958380000000002,11.638000000000005,97.32087456662192,0.005557737704918034,0.7021311475409844,126.33398422521265,0.0771723333333334,7.781666666666666,100.83492788866468,0.04490693750000002,4.891249999999999,108.91969642775122,0.05986833333333341,5.033333333333346,84.0733832577045,4.655393000000002,521.04,111.92180767552809,2.0985699999999996,235.09000000000003,112.02390199040302,2.319357,255.57999999999998,110.19433403309623
2025-06-18 14:04:50,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,16,True,False,False,False,True,True,0.004542330275229364,0.43834862385321127,96.50302758556607,0.0044738787878787906,0.42893939393939373,95.87640038472469,0.4531280000000004,34.19,75.45329355060814,0.004864757009345785,0.532710280373832,109.5039853687309,0.10511559999999998,10.215999999999994,97.18823847269098,0.004681129032258063,0.44629032258064516,95.33818006408713,0.09791983333333332,9.498333333333335,97.00111826170732,0.02962231249999997,3.7143750000000004,125.39112197942022,0.0638725,6.2450000000000045,97.7729069630906,4.434331,505.8599999999999,114.07808754014977,2.304284,260.51,113.05464083420273,2.2255819999999993,251.7,113.09401316150115
2025-06-18 14:09:26,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,32,True,False,False,False,True,True,0.004688486238532109,0.4214678899082567,89.89423631969784,0.005954968253968268,0.5782539682539687,97.10445859533041,0.20609900000000003,2.7900000000000205,13.5371835865289,0.005388654545454549,0.5901818181818181,109.52303830269649,0.11688539999999992,11.414000000000001,97.65120365759975,0.00615560344827587,0.6555172413793109,106.49114207688531,0.07962333333333338,7.358333333333334,92.41428392012388,0.029472066666666685,3.6586666666666687,124.14014626278893,0.0678051666666668,6.579999999999998,97.0427523959578,4.5901499999999995,526.38,114.67599098068692,2.289155,262.15000000000003,114.51823926295948,2.2119280000000003,253.75,114.7189239432748
2025-06-18 14:14:04,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,32,True,False,False,False,True,True,0.0046435871559632955,0.43357798165137584,93.37134570513551,0.005469190476190475,0.5231746031746027,95.65850841220221,0.39403699999999997,26.879999999999995,68.21694409408254,0.004160379629629625,0.5071296296296288,121.89503717832012,0.12434319999999999,12.384000000000015,99.59531361586332,0.0053526229508196604,0.512950819672132,95.83167437444524,0.09803360000000017,9.176000000000002,93.60056144015915,0.03597373333333331,4.557999999999996,126.70355778104762,0.07437359999999993,6.823999999999998,91.75298761926281,4.464118000000001,513.23,114.96783911177972,2.3006079999999995,258.43000000000006,112.33117506328767,2.2545340000000005,258.14000000000004,114.4981623696959
2025-06-18 14:18:43,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,32,True,False,False,False,True,True,0.004661837837837843,0.49738738738738686,106.69341248859801,0.004911903225806466,0.4319354838709666,87.9364808332617,0.4374060000000002,35.660000000000025,81.52608789088401,0.00487871698113207,0.5671698113207553,116.25388673174228,0.09957079999999996,10.894000000000005,109.40958594286688,0.009151120689655179,0.8258620689655167,90.24709617250561,0.10924316666666667,10.930000000000007,100.05202461176067,0.026392944444444455,3.452222222222222,130.80095059075126,0.07636333333333312,5.295000000000002,69.33956087127352,4.462332999999999,509.7600000000001,114.23620783119507,2.2954999999999997,268.68000000000006,117.04639512088875,2.462346000000001,283.54999999999995,115.154409656482
2025-06-18 14:23:24,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,32,True,False,False,False,True,True,0.0030107889908256857,0.35357798165137533,117.43698503242145,0.004558428571428574,0.4142857142857146,90.88344981039833,0.5967260000000003,44.360000000000014,74.3389763476034,0.004684981481481484,0.4702777777777776,100.37985841281626,0.15021919999999978,14.200000000000003,94.52852897632276,0.0053971206896551716,0.6086206896551722,112.76766347318014,0.1065421666666666,11.425000000000011,107.23453781210273,0.024492000000000014,3.2489473684210495,132.65341207010647,0.0589044000000003,4.866,82.60842993053107,4.485341000000002,507.80999999999995,113.21547235762002,2.314501000000001,260.93,112.73704353551798,2.331239,273.88000000000005,117.48259187496436
2025-06-18 14:27:58,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,32,True,False,False,False,True,True,0.0036017706422018306,0.3722018348623859,103.33857200714255,0.009271222222222222,0.8857142857142861,95.53371329955986,0.3911800000000003,28.359999999999957,72.49859399764797,0.0056138990825688045,0.5992660550458719,106.7468520954709,0.09421600000000008,9.466000000000008,100.47125753587501,0.009207561403508771,0.8659649122807025,94.04932254382848,0.09830260000000002,8.506,86.52873881260514,0.04967579999999999,5.7306666666666715,115.36133623749738,0.0568251999999998,4.7039999999999935,82.78017499278508,4.592058999999999,516.6,112.49855456996526,2.248753,250.57000000000005,111.42619932024552,2.224817,260.38,117.03434484723913
2025-06-18 14:35:39,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,1,True,False,False,False,True,True,0.0035305982905982775,0.21316239316239383,60.37571414738107,0.007968000000000086,0.3852941176470601,48.35518544767268,0.28549199999999963,8.050000000000068,28.19693721715522,0.013797717948717952,0.8897435897435901,64.48483677159547,0.38446700000000034,24.970000000000027,64.94705657442643,0.022708714285714304,1.587857142857139,69.92281125559077,0.3633039999999994,25.67500000000001,70.67084315063983,0.17212349999999987,13.727500000000006,79.75378144181367,0.10866600000000037,4.869999999999976,44.816225866415984,16.108372000000003,1012.2900000000002,62.8424771913636,8.057971,501.33000000000004,62.215413780962976,8.057815000000002,506.28999999999996,62.83216976314297
2025-06-18 14:43:36,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,1,True,False,False,False,True,True,0.005057367521367512,0.361623931623932,71.50438050943724,0.012289588235294135,0.5500000000000043,44.753330174275014,0.48417500000000047,27.960000000000036,57.747715185625054,0.015123842105263158,1.0342105263157872,68.3827905050581,0.389888,25.689999999999998,65.89071733420879,0.01250457142857142,0.7014285714285649,56.09377142073707,0.38093200000000005,24.47999999999996,64.26343809393792,0.17074175000000014,9.549999999999997,55.932424260615754,0.16310150000000068,11.674999999999983,71.58119330600843,16.302067,1022.79,62.73989672597959,8.055420999999999,491.87000000000006,61.06074406291119,8.152949,505.5799999999999,62.01191740559152
2025-06-18 14:51:25,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,1,True,False,False,False,True,True,0.003512119658119664,0.2004273504273506,57.06734676991512,0.0053542941176470404,0.21176470588235574,39.550443294552586,0.3205620000000007,17.279999999999973,53.90532876635389,0.013009263157894746,0.762631578947369,58.62219632974075,0.3686384999999994,20.78,56.3695870073257,0.012817500000000037,0.7071428571428555,55.170107832483204,0.31836050000000027,18.399999999999977,57.7961147818274,0.1555310000000003,7.857500000000002,50.52047501784201,0.14563050000000022,11.310000000000002,77.66230288298114,16.001945000000003,998.46,62.39616496619629,8.240109,511.7699999999999,62.10718814520535,7.9875229999999995,495.64,62.05177750348888
2025-06-18 14:59:18,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,1,True,False,False,False,True,True,0.006184034482758616,0.40500000000000025,65.49122601582505,0.007300882352941185,0.5523529411764727,75.6556419449706,0.46640399999999893,27.670000000000073,59.32624934606079,0.01954957894736839,1.2097368421052632,61.880455091239114,0.39077150000000005,22.91500000000002,58.64040750157066,0.012750857142857064,0.6000000000000085,47.055660123690124,0.3296140000000003,20.275000000000006,61.51134357157156,0.16227075000000002,9.485,58.45169261866355,0.15860249999999976,7.1299999999999955,44.955155183556414,16.104899000000003,1006.0300000000002,62.46732748836239,8.053948,495.95,61.57849541616112,7.9945390000000005,485.84999999999997,60.77273498822132
2025-06-18 15:07:08,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,1,True,False,False,False,True,True,0.004908367521367529,0.3828205128205129,77.99344917714201,0.0009054705882352576,0.41294117647058926,456.05145195870205,0.4969249999999992,37.60000000000002,75.66534185239239,0.01340444736842103,0.7265789473684219,54.20431946192265,0.35755250000000016,23.244999999999976,65.0114318876248,0.016285142857142776,1.289285714285711,79.16944454191395,0.3344049999999994,21.799999999999983,65.19041282277485,0.15828850000000005,10.194999999999993,64.4077112361289,0.1446575000000001,9.224999999999966,63.771321915558886,16.449126,1036.0000000000002,62.98206968564775,7.9710220000000005,496.35,62.26930499000002,8.184269,516.61,63.12231428365808
2025-06-18 15:13:36,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,2,True,False,False,False,True,True,0.005363824175824192,0.3230769230769228,60.23257148008205,0.0043460714285714075,0.12928571428571445,29.747719615416404,0.384544,20.159999999999968,52.42573021552792,0.009921411764705873,0.6466666666666647,65.17889610902925,0.15264100000000003,5.663333333333327,37.102307593197935,0.008596652173913033,0.5013043478260855,58.31390379470259,0.24116133333333334,15.960000000000008,66.17976347783782,0.0857446666666668,6.510000000000005,75.92308948272773,0.11802033333333295,7.286666666666662,61.74077348253565,10.457228999999998,743.22,71.0723653464986,5.386711999999999,380.14,70.56995064893019,5.162444999999999,360.50000000000006,69.83125243949333
2025-06-18 15:20:29,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,2,True,False,False,False,True,True,0.0057250439560439514,0.36351648351648347,63.495841483054065,0.0035818148148147877,0.06629629629629719,18.509135654386228,0.4605490000000003,25.15000000000009,54.608738700985285,0.009641153846153827,0.754999999999999,78.31012885466954,0.25319833333333275,17.51666666666665,69.18160335441924,0.007304347826086965,0.43173913043478507,59.107142857143124,0.22326733333333326,15.24666666666667,68.28883759678237,0.09650533333333322,6.078333333333319,62.984429185260844,0.1142780000000001,8.583333333333343,75.10923654013314,10.544569,759.6800000000001,72.04467057875956,5.264025,364.21000000000004,69.18850119442823,5.136279000000001,360.16,70.12080145957802
2025-06-18 15:27:08,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,2,True,False,False,False,True,True,0.004805691588785049,0.3028971962616813,63.028846247342784,0.002293407407407355,0.027777777777778567,12.112011885921618,0.39825700000000097,23.449999999999932,58.88157646946538,0.00948230909090908,0.6701818181818187,70.67706945182141,0.30184033333333327,19.876666666666637,65.85159261905568,0.009529739130434756,0.40434782608695485,42.430104387181494,0.26467166666666664,18.903333333333336,71.42182452472562,0.08401600000000009,5.209999999999994,62.01199771472086,0.0861663333333329,4.663333333333327,54.120131992773864,10.384205999999999,743.81,71.62897192139678,5.390089999999999,381.78999999999996,70.83184139782453,5.171201999999999,369.72,71.49595007118269
2025-06-18 15:33:46,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,2,True,False,False,False,True,True,0.0025022527472527423,0.22967032967032974,91.78542412331767,0.0017066296296295858,0.15814814814815037,92.66694155689511,0.1835179999999994,5.850000000000023,31.876982094399686,0.010069274509803938,0.7386274509803918,73.3545848075974,0.223443333333333,15.013333333333321,67.19078662748204,0.011566391304347834,0.6539130434782656,56.535614806016305,0.21729200000000004,14.75,67.8810080444747,0.08492199999999994,5.4683333333333195,64.39242285077275,0.10032433333333346,6.486666666666679,64.65696258468371,10.50461,761.4299999999998,72.48531835070506,5.175644000000001,368.24999999999994,71.15056599719762,5.285252,374.07000000000005,70.77619004732415
2025-06-18 15:40:24,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,2,True,False,False,False,True,True,0.005449677777777787,0.3613333333333326,66.30361428096643,0.00480670370370373,0.3629629629629605,75.51182376464875,0.4512210000000003,29.090000000000032,64.46951715456508,0.007348549019607853,0.5070588235294125,69.00121672679147,0.24139466666666687,16.980000000000018,70.34123924306532,0.008814652173913085,0.6656521739130419,75.5165559320691,0.21313199999999988,13.53666666666669,63.513065455523794,0.10174816666666686,7.87833333333333,77.42973255865363,0.10319033333333305,4.50333333333333,43.6410387277879,10.550294999999998,759.19,71.95912531355759,5.141335,362.91999999999996,70.58867006332012,5.167915000000001,373.54999999999995,72.28253560671952
2025-06-18 15:46:23,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,4,True,False,False,False,True,True,0.004927344086021496,0.3918279569892471,79.5211274367531,0.006142051282051281,0.40717948717948715,66.29372964849296,0.45229800000000075,27.66999999999996,61.176480992619716,0.006159314285714271,0.5544285714285717,90.01465840353313,0.19319133333333305,15.24666666666667,78.92003437007195,0.006418166666666697,0.39944444444444294,62.2365334510542,0.15181124999999995,11.159999999999997,73.51233851246202,0.06473600000000013,5.174999999999997,79.94006426099831,0.0813552500000001,4.664999999999992,57.34110582906433,7.178978000000001,595.2799999999999,82.91988079640302,3.6374569999999995,288.47999999999996,79.3081540207898,3.6617039999999994,293.75,80.22221348312154
2025-06-18 15:52:20,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,4,True,False,False,False,True,True,0.005784826086956518,0.4163043478260873,71.96488564535413,0.0065789230769230655,0.47794871794871874,72.64847336872242,0.48353999999999964,37.049999999999955,76.62240972825408,0.009503385714285717,0.8035714285714279,84.5563310519408,0.19994000000000023,15.7766666666667,78.90700543496389,0.00019455555555555892,0.042777777777779136,219.87435750999745,0.13014475000000014,10.420000000000016,80.0646971929333,0.08076962499999985,6.0887500000000045,75.38415586304896,0.05164724999999981,4.542500000000004,87.9524079210417,7.3431760000000015,606.3599999999999,82.57462438596049,3.730748,294.39,78.90910884358847,3.673566,292.70000000000005,79.6773489301676
2025-06-18 15:58:12,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,4,True,False,False,False,True,True,0.002645336956521749,0.13250000000000028,50.0881370418003,0.005122410256410248,0.26179487179486927,51.10775175948781,0.4314070000000001,27.0,62.58591075249125,0.00687666666666667,0.5688405797101437,82.72039452886234,0.22390366666666717,17.71666666666667,79.1262909197555,0.0072898571428571535,0.5342857142857138,73.2916576848457,0.17823800000000012,13.702500000000015,76.87754575343084,0.04874537499999987,3.2225000000000037,66.10883596648938,0.11889125000000011,9.302500000000009,78.24377319609307,7.277714,600.4699999999999,82.5080512919304,3.708298,303.19999999999993,81.7625767939901,3.673827000000001,296.38,80.67336866978219
2025-06-18 16:04:02,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,4,True,False,False,False,True,True,0.006033391304347824,0.3476086956521742,57.61414735385687,0.006007538461538481,0.5435897435897434,90.4846048127563,0.19395399999999974,15.459999999999923,79.70962186910269,0.007050550724637672,0.5775362318840598,81.91363404647223,0.1799710000000001,12.970000000000027,72.06716637680526,0.006645714285714283,0.40885714285714414,61.52192605331063,0.15308175000000013,11.47250000000001,74.9436167276635,0.06165662499999991,4.609999999999999,74.76893196797597,0.08878024999999967,6.569999999999993,74.00294547492283,7.194142999999999,588.35,81.7818050044321,3.594296,287.37,79.95167899360543,3.682545,302.7,82.19858820462478
2025-06-18 16:09:59,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,4,True,False,False,False,True,True,0.006361752688172045,0.412688172043012,64.87020044182066,0.0008619999999999461,0.5092307692307703,590.7549527039467,0.5074949999999987,29.57000000000005,58.26658390723086,0.008006271428571438,0.5991428571428576,74.83419248125128,0.12984166666666663,6.716666666666669,51.72967075284002,0.008906777777777791,0.5333333333333332,59.879492521300776,0.15370075000000005,9.277500000000018,60.360798499682105,0.059402000000000066,4.164999999999999,70.11548432712694,0.05068500000000009,0.5724999999999909,11.295255006411955,7.699844000000002,640.15,83.13804799162162,3.6535899999999994,289.91999999999996,79.35208931489302,3.533086000000001,291.55,82.5199273383099
2025-06-18 16:15:33,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,8,True,False,False,False,True,True,0.004019293478260855,0.2310869565217395,57.49442228382155,0.0019181538461538472,0.04134615384615259,21.555181264035266,0.429905999999999,29.840000000000032,69.410522300224,0.006338058823529419,0.6032941176470592,95.18594485229282,0.14501999999999993,11.127499999999998,76.73079575231004,0.006770708333333347,0.5974999999999984,88.24778303599409,0.07825339999999992,6.902000000000001,88.20064048335291,0.05703892857142856,5.856428571428573,102.6742387717662,0.06821440000000023,5.137999999999977,75.32133977576522,5.868244000000001,559.3499999999999,95.31812242299398,2.8524520000000004,261.72,91.75263948350401,2.7519459999999993,249.89999999999998,90.80846789871605
2025-06-18 16:21:05,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,8,True,False,False,False,True,True,0.003929326086956522,0.29967391304347935,76.26598210778509,0.004139249999999983,0.3419230769230772,82.60507988719662,0.2642679999999995,19.92999999999995,75.41586571208012,0.005765690476190466,0.5090476190476201,88.28909931078374,0.15006699999999995,11.665000000000006,77.73194639727595,0.005003062500000016,0.5218749999999996,104.31110944546424,0.1145799999999999,9.917999999999992,86.55960900680748,0.03195453333333331,3.8386666666666613,120.12901664448228,0.1113681999999998,8.88600000000001,79.78938332486317,5.726739000000002,555.1300000000001,96.9364938754848,2.893693,267.81,92.54955518778254,2.882423,264.4800000000001,91.75613711103473
2025-06-18 16:26:45,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,8,True,False,False,False,True,True,0.0055628478260869585,0.3695652173913029,66.43453658002792,0.006650711538461529,0.5663461538461529,85.15572365015888,0.3978090000000005,32.15999999999997,80.84281652752935,0.005026511904761902,0.4777380952380952,95.04366134804269,0.18534499999999987,15.742500000000007,84.93620005934888,0.006873553191489357,0.6197872340425548,90.16984618813427,0.10159459999999987,10.38200000000002,102.19047075336714,0.03469359999999999,4.155333333333324,119.77233072766519,0.08106519999999984,5.126000000000005,63.233051913768364,5.6240700000000015,562.8499999999999,100.07876857862718,2.973266999999999,266.27000000000004,89.55468849585326,2.81231,262.65,93.39297588103729
2025-06-18 16:32:13,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,8,True,False,False,False,True,True,0.0033586521739130543,0.21402173913043487,63.72250773472778,0.005712607843137235,0.46313725490196056,81.07282481473752,0.4607260000000011,33.10000000000002,71.84313453115288,0.006263071428571423,0.5976190476190482,95.4194845827205,0.15779750000000003,13.929999999999993,88.27769768215586,0.006639708333333355,0.4954166666666655,74.61422125720841,0.142193,13.65400000000001,96.02441751703677,0.03152759999999988,3.5860000000000056,113.74161052538156,0.07113999999999998,6.251999999999995,87.88304751194823,5.4283850000000005,530.1700000000001,97.66624880143911,2.8104189999999996,265.76,94.56241222394242,3.1017980000000005,285.90999999999997,92.17557042721671
2025-06-18 16:37:49,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,8,True,False,False,False,True,True,0.005666271739130438,0.4614130434782613,81.43150641572849,0.00491351923076927,0.4734615384615388,96.35894686168,0.37941299999999956,21.799999999999955,57.45717727120573,0.006595297619047619,0.6666666666666679,101.08212019747133,0.10650174999999984,8.982500000000002,84.34133711417901,0.006381604166666666,0.6479166666666671,101.52880839130714,0.1335940000000002,11.097999999999999,83.07259308052743,0.044486538461538494,4.68,105.2003631176241,0.07297740000000008,5.451999999999998,74.70806030360073,5.928043000000002,568.12,95.83601198574299,2.7785659999999996,257.52,92.68090086756982,2.9423459999999997,276.03000000000003,93.81289623993916
2025-06-18 16:43:04,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,16,True,False,False,False,True,True,0.0076662795698924785,0.5946236559139795,77.56352354396583,0.004306745762711867,0.49864406779660975,115.78209981975442,0.7592489999999996,53.219999999999914,70.09558129151299,0.002049274725274733,0.4080219780219787,199.10555329143477,0.14222979999999996,13.969999999999999,98.22132914480652,0.004849745454545473,0.5869090909090939,121.01853518085314,0.12465419999999994,12.787999999999997,102.58779888684059,0.032515499999999975,4.015555555555554,123.496657149838,0.03381920000000016,5.055999999999983,149.50087524246462,5.576976999999999,621.9200000000001,111.51561141457104,2.7143809999999995,298.43,109.94403512255651,2.598141,292.07,112.41499210396972
2025-06-18 16:48:31,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,14,16,True,False,False,False,True,True,0.00536256122448979,0.3777551020408163,70.4430376133854,0.004839949152542378,0.398305084745763,82.2953035646123,0.44190799999999975,27.32000000000005,61.822822850005124,0.005564505494505503,0.6483516483516487,116.51559136599708,0.1262270000000001,12.740000000000009,100.92927820513836,0.005979818181818197,0.6080000000000023,101.67533217793196,0.10406599999999999,10.740000000000009,103.20373609055801,0.03296660000000007,3.937333333333335,119.43401301114847,0.0661563999999999,5.475999999999999,82.77354874207194,5.3917280000000005,600.56,111.38544080858676,2.5797749999999997,281.11,108.96686726555612,2.5341750000000003,283.29,111.78785995442303
