Date and Time of Benchmark,CPU Vendor,CPU Model Name,CPU Architecture,CPU Cores,CPU Max MHz,CPU Min MHz,L1d Cache Size,L1i Cache Size,L2 Cache Size,L3 Cache Size,Total DRAM Size,security_standard_level,n,batch_size,depth,num_threads,power_latency_analysis,runtime_analysis,flamegraph_generation,build,compiler_optimizations,cold_caching,CKKS_Add Time,CKKS_Add Energy,CKKS_Add Power,CKKS_Add_Plaintext Time,CKKS_Add_Plaintext Energy,CKKS_Add_Plaintext Power,CKKS_Sub Time,CKKS_Sub Energy,CKKS_Sub Power,CKKS_Sub_Scalar Time,CKKS_Sub_Scalar Energy,CKKS_Sub_Scalar Power,CKKS_Mult Time,CKKS_Mult Energy,CKKS_Mult Power,CKKS_Mult_Plaintext Time,CKKS_Mult_Plaintext Energy,CKKS_Mult_Plaintext Power,CKKS_Mult_Scalar Time,CKKS_Mult_Scalar Energy,CKKS_Mult_Scalar Power,CKKS_Rotate Time,CKKS_Rotate Energy,CKKS_Rotate Power
2025-06-23 10:29:22.024,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,1,True,False,False,False,True,True,0.001662762214983714,0.0812703583061889,48.87671705180341,0.0026665593220338984,0.09355932203389838,35.086158129246755,0.004996089108910893,0.24495049504950495,49.02844799397547,0.0006186042216358837,0.03278364116094988,52.99614844892967,0.09388183333333333,3.673333333333334,39.127200683128265,0.003547079999999994,0.11899999999999977,33.548721765508525,0.0014867375000000007,0.06484375,43.61479413817165,0.08491842857142862,3.475714285714286,40.93003537848925
2025-06-23 10:31:17.747,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,2,True,False,False,False,True,True,0.0013512487046632125,0.06917098445595854,51.19041684720714,0.0021110952380952383,0.07119047619047625,33.722058060586946,0.0033232893081760993,0.14056603773584903,42.29726174908168,0.0005544748538011696,0.036315789473684204,65.49582767320005,0.06405337500000002,3.165000000000001,49.4119162339221,0.003112440000000001,0.1339999999999999,43.05303877343815,0.0011027466960352424,0.06345814977973568,57.54553607631724,0.05781511111111112,2.7833333333333323,48.14196980412654
2025-06-23 10:32:54.701,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,2,True,False,False,False,True,True,0.0013225593667546172,0.07630606860158312,57.69576059850375,0.0018117931034482768,0.01045977011494248,5.773159250377446,0.003440295597484277,0.14471698113207548,42.065275215856474,0.000580239336492891,0.035485781990521326,61.157146299329,0.06645100000000001,2.73625,41.1769574573746,0.0029637567567567663,0.1364864864864863,46.051851649203236,0.0010241824175824168,0.06905494505494505,67.42445864082426,0.059190888888888904,2.648888888888889,44.75163219564572
2025-06-23 10:34:32.014,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,2,True,False,False,False,True,True,0.0012793218997361475,0.0712664907651715,55.706457287934946,0.0013234597701149396,0.0075862068965517615,5.732102378822528,0.003209820512820514,0.13692307692307698,42.65754934775489,0.0006100310262529833,0.03465393794749404,56.80684499008228,0.064182875,3.2524999999999995,50.67551118581085,0.0018978799999999976,0.14439999999999986,76.08489472464015,0.0011254846491228062,0.07032894736842102,62.487700230505,0.06181922222222219,2.655555555555555,42.95679337422917
2025-06-23 10:36:08.973,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,2,True,False,False,False,True,True,0.0014128746736292424,0.06342036553524802,44.88746717523114,0.00217002325581395,0.06127906976744191,28.23890002250545,0.003202956249999998,0.1396249999999999,43.59254048505969,0.0005387906432748539,0.03932163742690058,72.98129230288319,0.06428062500000004,3.0112500000000004,46.84537525887464,0.0024187866666666655,0.14666666666666672,60.63646235853794,0.0010899781181619257,0.06056892778993436,55.568939211435,0.06479299999999999,2.7888888888888888,43.043058492258254
2025-06-23 10:37:46.004,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,2,True,False,False,False,True,True,0.001348263852242744,0.07680738786279684,56.96762375927608,0.0014290697674418616,0.06825581395348834,47.7624084621643,0.0032864625,0.14093749999999994,42.88425624816956,0.0006189512485136736,0.0337217598097503,54.482093526313214,0.06501337500000001,3.1412499999999994,48.316980928924224,0.0028881200000000044,0.12439999999999984,43.07300250682093,0.0010568233995584993,0.061037527593819,57.755654936594105,0.05796733333333329,2.8033333333333337,48.36057089625196
2025-06-23 10:39:17.929,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,4,True,False,False,False,True,True,0.0011905238095238089,0.0822857142857143,69.11723531058762,0.0015491694915254206,0.10008474576271187,64.6054200719906,0.00224144537815126,0.13063025210084034,58.27947152947529,0.0005299959266802448,0.03763747454175152,71.01464869268482,0.047773727272727246,3.3954545454545473,71.07367876219536,0.002309800000000004,0.12838095238095237,55.58098206812371,0.0007665595054095822,0.060077279752704785,78.3726238194708,0.04812845454545456,3.125454545454544,64.93984847368685
2025-06-23 10:40:40.231,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,4,True,False,False,False,True,True,0.0010820992907801408,0.008628841607565052,7.974168064877002,0.0012638548387096799,0.057258064516128915,45.304304547020585,0.0021083389121338905,0.14117154811715477,66.95865987421932,0.0005443343465045595,0.03792299898682877,69.66857636368371,0.0559288,3.0109999999999992,53.83630616069001,0.0026804509803921572,0.3291176470588235,122.78443048067706,0.000813663507109005,0.1511216429699842,185.72990142685447,0.05405181818181817,8.059090909090909,149.09934910944045
2025-06-23 10:42:01.998,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,4,True,False,False,False,True,True,0.0012862122641509443,0.08117924528301887,63.11496752568053,0.0015677033898305083,0.10432203389830508,66.54449724037646,0.002209160337552741,0.16561181434599154,74.9659549516685,0.0004767062436028661,0.04224155578300923,88.6112912299084,0.05355760000000001,3.461000000000001,64.6220144293247,0.0025544563106796106,0.18310679611650504,71.68131838895677,0.0007742555910543129,0.07100638977635784,91.709237358774,0.044024083333333325,2.9799999999999995,67.69022258650095
2025-06-23 10:43:23.408,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,4,True,False,False,False,True,True,0.0012579254079254079,0.08296037296037298,65.95015287686465,0.0019243220338983034,0.11101694915254245,57.69146078301854,0.002156673640167363,0.14966527196652718,69.39634684592927,0.0005116443987667008,0.042487153134635136,83.04039531567001,0.051623,3.3779999999999992,65.43594909245877,0.002513269230769232,0.15076923076923088,59.989287627209436,0.0007604400630914824,0.06542586750788641,86.03684982338386,0.045022000000000034,3.036363636363636,67.4417759398435
2025-06-23 10:44:45.596,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,4,True,False,False,False,True,True,0.0012556760563380278,0.09225352112676052,73.46920462575571,0.0018134201680672264,0.08731092436974786,48.14710121086019,0.002173367088607595,0.15164556962025316,69.77448513652035,0.0005330932117527862,0.0336372847011145,63.09831744155331,0.05181459999999999,3.357000000000001,64.78868890235574,0.002851451923076922,0.4774999999999999,167.45854844529276,0.0008761584786053885,0.12009508716323297,137.07005079080264,0.04366854545454546,2.925454545454545,66.99225987500883
2025-06-23 10:46:04.404,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,16,True,False,False,False,True,True,0.0011817623529411765,0.12258823529411764,103.73340713470807,0.001616952054794521,0.17849315068493155,110.38864767552684,0.0015598776758409781,0.18529051987767586,118.78528858218324,0.0007556479076479077,0.07161616161616162,94.77451190076079,0.0505609090909091,4.131818181818182,81.71961810237876,0.002872865384615387,0.30836538461538454,107.3372202772626,0.0007315080763582969,0.08365638766519823,114.36153662399599,0.04311258333333334,3.9349999999999996,91.272656281712
2025-06-23 10:47:22.224,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,16,True,False,False,False,True,True,0.0012229643705463185,0.12337292161520191,100.88022561122462,0.0016035945945945922,0.15472972972972976,96.48930611969746,0.0015899143730886854,0.17602446483180426,110.71317286719416,0.0005670759911894272,0.05523127753303966,97.39660714112317,0.052890800000000016,4.453999999999999,84.2112427870253,0.0018574639999999996,0.21399999999999997,115.21084661667737,0.0008364663299663304,0.09565656565656566,114.357939141933,0.043604750000000025,3.786666666666666,86.84069204998684
2025-06-23 10:48:40.105,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,16,True,False,False,False,True,True,0.0012216919431279616,0.11957345971563982,97.87529531339108,0.0015310413793103404,0.15986206896551725,104.41394408133327,0.001646614678899083,0.17042813455657493,103.50213485921442,0.0004894032421479235,0.05628166160081055,115.00059001202789,0.053221090909090885,4.123636363636363,77.48124461935804,0.002128016129032257,0.214758064516129,100.91937818807465,0.0007231130690161527,0.0745814977973568,103.13946876776863,0.04607333333333333,3.9158333333333326,84.99131818839531
2025-06-23 10:49:57.512,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,16,True,False,False,False,True,True,0.0012057582938388624,0.12011848341232226,99.62069846510622,0.0017432206896551717,0.15303448275862064,87.7883584486899,0.0016620000000000003,0.18199386503067486,109.50292721460579,0.0005125297079556896,0.05486404833836858,107.04559655127701,0.04716663636363638,4.11909090909091,87.33060541638638,0.001959693548387098,0.22725806451612895,115.966123735607,0.0007007241379310349,0.08341954022988507,119.047619047619,0.045341749999999986,3.9799999999999995,87.7778206619727
2025-06-23 10:51:15.690,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,16,True,False,False,False,True,True,0.0013170213776722084,0.11888361045130647,90.26703170257517,0.001321232876712328,0.12924657534246564,97.82270606531878,0.0015818562691131497,0.1781345565749235,112.61108866407481,0.0005106632337796085,0.05778578784757982,113.15830869570483,0.04773881818181819,4.315454545454545,90.39718011071606,0.0021662419354838737,0.26572580645161303,122.66672623169296,0.0007205612998522899,0.08610044313146235,119.49079578533062,0.03973183333333333,4.138333333333334,104.15661665079641
2025-06-23 10:52:32.861,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,32,True,False,False,False,True,True,0.0011828028846153854,0.12028846153846151,101.69780874145904,0.003278932692307692,0.27500000000000013,83.86875419710334,0.002236320175438596,0.2182017543859649,97.57178635799336,0.0006407075688073397,0.05721330275229358,89.29706083977538,0.04944063636363635,4.342727272727273,87.83720421368511,0.0021156240000000034,0.22887999999999997,108.18557550869134,0.0007318200290275766,0.08188679245283019,111.89471346068409,0.04372708333333336,3.9208333333333334,89.66601553194525
2025-06-23 10:53:50.144,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,32,True,False,False,False,True,True,0.0012647894736842104,0.12413875598086127,98.149738406074,0.0015888150684931508,0.15719178082191787,98.93648665542948,0.0015975701219512186,0.173109756097561,108.35815825481922,0.0005300292580982236,0.056624869383490095,106.83347856430319,0.05032300000000001,4.544545454545453,90.30752249558755,0.001938279999999997,0.23495999999999995,121.22087624079096,0.000699367176634214,0.08119610570236442,116.09939444560459,0.046049416666666676,3.9916666666666663,86.68224172220782
2025-06-23 10:55:07.799,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,32,True,False,False,False,True,True,0.0012254009433962263,0.11716981132075474,95.61752988047812,0.0014928287671232866,0.16267123287671237,108.9684473257997,0.0015556341463414643,0.171859756097561,110.47569025258301,0.0005666751269035536,0.051624365482233495,91.10046132485326,0.04986336363636362,4.179999999999999,83.82908201868014,0.0018621129032258057,0.19556451612903225,105.02291015235905,0.0007358446043165471,0.08579856115107914,116.59875012709904,0.04210525000000001,4.041666666666667,95.98961333008748
2025-06-23 10:56:24.902,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,32,True,False,False,False,True,True,0.0011217429245283022,0.11811320754716978,105.29436376595547,0.0013772191780821938,0.1578082191780822,114.58468026696622,0.0014785575757575746,0.16521212121212123,111.7387134061863,0.0005387790339157247,0.052291880781089414,97.05626516504141,0.050939909090909063,4.374545454545456,85.87658542418079,0.0021361370967741926,0.20854838709677426,97.62874649370858,0.0007251455604075693,0.08241630276564776,113.65484016660812,0.046695833333333325,3.897499999999999,83.46569108592843
2025-06-23 10:57:42.057,GenuineIntel,13th Gen Intel(R) Core(TM) i9-13900K,x86_64,32,5800.0000,800.0000,896 KiB (24 instances),1.3 MiB (24 instances),32 MiB (12 instances),36 MiB (1 instance),64039 MB,none,16,12,10,32,True,False,False,False,True,True,0.0011924787735849048,0.12537735849056608,105.14011760028967,0.0013787823129251687,0.1584353741496599,114.90963632506269,0.0015391097560975607,0.1716768292682927,111.54294135824482,0.000684013157894737,0.06992105263157895,102.22179474848512,0.05127189999999998,4.395,85.71946816872402,0.0024268790322580606,0.25266129032258067,104.10955262467078,0.0007773851963746225,0.08536253776435045,109.80725921003283,0.04310616666666664,4.253333333333334,98.67111047529943
