Date and Time of Benchmark,CPU Vendor,CPU Model Name,CPU Architecture,CPU Cores,CPU Max MHz,CPU Min MHz,L1d Cache Size,L1i Cache Size,L2 Cache Size,L3 Cache Size,Total DRAM Size,security_standard_level,n,batch_size,depth,num_threads,power_latency_analysis,runtime_analysis,flamegraph_generation,build,compiler_optimizations,cold_caching,CKKS_Add Time,CKKS_Add Energy,CKKS_Add Power,CKKS_Sub Time,CKKS_Sub Energy,CKKS_Sub Power,CKKS_MultNoRelin Time,CKKS_MultNoRelin Energy,CKKS_MultNoRelin Power,CKKS_Mult_Plaintext Time,CKKS_Mult_Plaintext Energy,CKKS_Mult_Plaintext Power,CKKS_Mult_Scalar Time,CKKS_Mult_Scalar Energy,CKKS_Mult_Scalar Power,CKKS_Rotate Time,CKKS_Rotate Energy,CKKS_Rotate Power,CKKS_ModReduce Time,CKKS_ModReduce Energy,CKKS_ModReduce Power,CKKS_LevelReduce Time,CKKS_LevelReduce Energy,CKKS_LevelReduce Power
2025-06-22 15:08:15.096,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,3,16,True,False,False,False,True,True,0.0007161436170212766,0.05041223404255318,70.3940282987336,0.0007752127031019203,0.06614475627769571,85.32465478574517,0.0024071173708920188,0.17835680751173705,74.09560068341926,0.0010625173913043477,0.06286956521739129,59.17038698087806,0.0005032967992240542,0.03768186226964113,74.87006141850344,0.01445814285714286,1.3671428571428568,94.55867677136952,0.00041832258064516264,0.09967741935483909,238.27884022208528,3.070967741935354e-05,0.08258064516129027,2689.0756302522127
2025-06-22 15:08:32.560,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,3,16,True,False,False,False,True,True,0.0006930198412698415,0.0569973544973545,82.24491003448978,0.0007667796101949024,0.0691904047976012,90.23506086711691,0.0025015962441314555,0.18624413145539906,74.4501163576308,0.0011313434782608696,0.08365217391304347,73.94056316268845,0.0004932710727969349,0.041944444444444444,85.0332540414583,0.014645250000000002,1.4244444444444442,97.26323855478357,0.0005233548387096817,0.15387096774193543,294.0088757396424,0.00021616129032257098,0.040000000000000036,185.04700790927572
2025-06-22 15:08:50.080,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,3,16,True,False,False,False,True,True,0.000651518469656992,0.053759894459102904,82.51476659964241,0.0007357627365356623,0.06222707423580786,84.5749195301789,0.002350781395348837,0.17125581395348835,72.85059099596769,0.0010622294372294376,0.07385281385281384,69.52623535404989,0.0004788079150579152,0.04165057915057916,86.98807567861786,0.014754800000000002,1.4477142857142853,98.11819107777029,6.770967741934891e-05,0.03903225806451571,576.4649833254374,0.0003980322580645207,0.07322580645161292,183.9695275143832
2025-06-22 15:09:07.766,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,3,16,True,False,False,False,True,True,0.0008799874776386403,0.06266547406082287,71.21177931870065,0.0007687799113737075,0.06615952732644018,86.05782532509453,0.00225161971830986,0.16765258215962436,74.45865782587387,0.0011412654867256635,0.08137168141592921,71.29952001736935,0.0004891096153846153,0.04050961538461537,82.82318341413163,0.014964861111111116,1.5152777777777777,101.25571941678187,0.00036166666666666986,0.004666666666666597,12.903225806451307,1.3225806451619415e-06,0.08032258064516107,60731.7073170431
2025-06-22 15:09:25.519,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,3,16,True,False,False,False,True,True,0.0006513412698412699,0.054272486772486785,83.32419468171092,0.0007410294550810012,0.06505154639175256,87.7853720195803,0.002342028037383177,0.17196261682242991,73.42466190736523,0.001073320346320346,0.0798268398268398,74.3737320367674,0.00048820901246404594,0.04052732502396933,83.012242685614,0.014382250000000006,1.4122222222222225,98.19202296040062,0.0001938709677419409,0.006451612903226156,33.27787021630703,7.922580645161603e-05,0.011290322580644663,142.50814332246364
2025-06-22 15:09:43.000,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,3,32,True,False,False,False,True,True,0.0006686662354463131,0.051642949547218625,77.23277594949687,0.0007701678939617082,0.06625920471281296,86.03215640680457,0.002467608490566037,0.18047169811320754,73.1362770079502,0.0011787391304347826,0.08943478260869564,75.87326177566301,0.0004411922054915854,0.03615589016829052,81.95042822210534,0.014729305555555558,1.4963888888888885,101.59262996105643,3.85483870967776e-05,0.006451612903226156,167.36401673639594,6.129032258064132e-05,0.048387096774193505,789.4736842105751
2025-06-22 15:10:00.591,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,3,32,True,False,False,False,True,True,0.0007146936671575847,0.05075110456553756,71.01098959975437,0.0007354919236417035,0.0663582966226138,90.223011959191,0.002365576744186046,0.17241860465116277,72.88649800727096,0.001124186956521739,0.07178260869565217,63.85291012248466,0.0004891098265895955,0.037543352601156064,76.75853266521695,0.014787666666666664,1.4319444444444445,96.83369775112897,0.0004285483870967721,0.07290322580645148,170.11667293940584,0.00019564516129032955,0.11580645161290315,591.9208573783792
2025-06-22 15:10:18.893,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,3,32,True,False,False,False,True,True,0.0006645492772667542,0.049973718791064395,75.19941786198743,0.0007449458272327967,0.05961932650073207,80.0317611311365,0.0023762279069767444,0.16865116279069764,70.97432123220501,0.0011568434782608691,0.08891304347826084,76.85831761089021,0.0004827159420289854,0.04071497584541063,84.34562089305481,0.014184055555555557,1.34,94.47227520729457,4.483870967735004e-06,0.002903225806451637,647.4820143894955,0.0003703870967741926,0.06838709677419397,184.63682285316307
2025-06-22 15:10:36.530,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,3,32,True,False,False,False,True,True,0.0006475968790637191,0.04875162548764629,75.28082216537283,0.0007398466076696166,0.06436578171091448,86.99881981436,0.002315247663551402,0.17200934579439253,74.29414507238684,0.0010753073593073588,0.07917748917748918,73.63242564292504,0.00048320209723546237,0.03859866539561487,79.88099723997246,0.014282500000000004,1.4161111111111113,99.1500865472509,0.0009565483870967659,0.10516129032258092,109.93828617677931,0.0011716451612903273,0.15774193548387094,134.6328570248611
2025-06-22 15:10:54.138,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,3,32,True,False,False,False,True,True,0.0006686304635761589,0.052596026490066235,78.66232449050744,0.000769580118694362,0.06537091988130564,84.94361833594564,0.0023431581395348838,0.17437209302325585,74.41755214091894,0.0011106969696969698,0.07653679653679651,68.90880107260756,0.0004905478260869566,0.04126570048309179,84.12166620381039,0.01389268571428572,1.2948571428571427,93.20423491086775,0.0003538387096774162,0.1200000000000001,339.13756951408845,0.0012863548387096885,0.1716129032258058,133.41023647716563
2025-06-22 15:11:38.874,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,17,12,3,1,True,False,False,False,True,True,0.0005718805460750854,0.04626848691695107,80.90585915974876,0.002625079545454544,0.17465909090909093,66.53478033133199,0.004928120000000001,0.29880000000000007,60.63164046330041,0.0030291578947368447,0.21175438596491225,69.90536423764341,0.0010693124999999995,0.077125,72.12578175229415,0.05442411111111112,3.2455555555555566,59.63451656434955,0.001657624999999996,0.348749999999999,210.39137319960778,0.00017300000000000648,0.01750000000000007,101.15606936415847
2025-06-22 15:12:24.365,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,17,12,3,1,True,False,False,False,True,True,0.0005382480000000001,0.03694857142857143,68.64599855191551,0.0031051578947368427,0.21374269005847957,68.83472509425931,0.005043851485148514,0.3179207920792081,63.03135471282558,0.002432473684210526,0.1356140350877193,55.75149115404866,0.001039137214137214,0.07571725571725574,72.86550292602415,0.05542,2.759999999999998,49.80151569830383,0.0005772500000000014,0.21875,378.95192724122904,0.006513624999999995,0.45374999999999943,69.66167072866487
2025-06-22 15:13:09.365,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,17,12,3,1,True,False,False,False,True,True,0.0005308359201773836,0.041452328159645224,78.08877768820459,0.0029804117647058825,0.19323529411764706,64.83509976908046,0.004542417475728155,0.26184466019417474,57.64434061671109,0.0020364912280701752,0.07543859649122808,37.04341833218471,0.0010607142857142855,0.07361344537815129,69.39988116458709,0.05929755555555552,3.743333333333334,63.12795356001189,0.00026562499999999156,0.027499999999999858,103.52941176470864,0.001951750000000002,0.25624999999999964,131.2924298706286
2025-06-22 15:13:55.841,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,17,12,3,1,True,False,False,False,True,True,0.0006099557522123895,0.051382743362831856,84.24011606819003,0.002925022988505748,0.19339080459770125,66.11599476573522,0.00525543434343434,0.3335353535353536,63.46485023679198,0.0025351578947368433,0.15543859649122815,61.31318164203067,0.0010417572614107883,0.07134854771784233,68.48864928593763,0.05966755555555556,3.5877777777777773,60.12945803414473,0.002155499999999977,0.22750000000000092,105.54395731848915,0.0006339999999999957,0.11250000000000071,177.4447949526837
2025-06-22 15:14:41.447,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,17,12,3,1,True,False,False,False,True,True,0.0005693129943502822,0.043694915254237285,76.75025107077222,0.0029352658959537576,0.198728323699422,67.70368707426728,0.00529467,0.3517000000000001,66.42529185010589,0.0024565789473684208,0.14210526315789473,57.84681306909481,0.0010279481327800833,0.07259336099585065,70.61967299801603,0.05466700000000002,3.2477777777777757,59.410206848332166,0.005610500000000018,0.629999999999999,112.28945726762267,0.00044262500000000204,0.1487500000000015,336.0632589663955
